Nombre,Plataforma,Genero,V_Global,Score,ESRB,Exito
Phantasy Star Online Ver. 2,DC,Role-Playing,0.19,80.0,T,0
Final Fantasy Chronicles,PS,Role-Playing,0.52,89.0,T,0
Syphon Filter 3,PS,Shooter,0.52,73.0,M,0
Armored Core 2: Another Age,PS2,Simulation,0.41,75.0,T,0
ESPN X Games Skateboarding,PS2,Sports,0.36,58.0,E,0
Escape From Monkey Island,PS2,Adventure,0.1,84.0,T,0
Grand Theft Auto III,PS2,Action,13.1,97.0,M,1
Dark Angel: Vampire Apocalypse,PS2,Role-Playing,0.09,53.0,T,0
Gran Turismo 3: A-Spec,PS2,Racing,14.98,95.0,E,1
NBA Live 2002,PS,Sports,0.52,81.0,E,0
E.T. The Extra-Terrestrial,GBA,Action,0.01,46.0,E,0
KISS Pinball,PS,Action,0.31,26.0,T,0
The Weakest Link,PS,Misc,0.09,63.0,E,0
Pac-Man Fever,PS2,Misc,0.51,47.0,E,0
Planet Monsters,GBA,Action,0.01,67.0,E,0
LEGO Racers 2,PS2,Racing,0.13,58.0,E,0
Disney's Tarzan Untamed,PS2,Platform,0.41,59.0,E,0
Time Crisis II,PS2,Shooter,0.53,81.0,T,0
MetropolisMania,PS2,Strategy,0.09,63.0,T,0
City Crisis,PS2,Simulation,0.13,63.0,E,0
MX 2002 Featuring Ricky Carmichael,XB,Racing,0.13,74.0,E,0
IL-2 Sturmovik,PC,Simulation,0.01,91.0,T,0
Airblade,PS2,Sports,0.23,70.0,T,0
Metal Gear Solid 2: Sons of Liberty,PS2,Action,6.05,96.0,M,1
Project Eden,PS2,Action,0.09,71.0,T,0
Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,0.5,88.0,E,0
Fear Effect 2: Retro Helix,PS,Action,0.18,84.0,M,0
Madden NFL 2002,PS,Sports,1.39,88.0,E,1
AirForce Delta Storm,XB,Shooter,0.18,61.0,E,0
Halo: Combat Evolved,XB,Shooter,6.43,97.0,M,1
Thunderstrike: Operation Phoenix,PS2,Simulation,0.34,65.0,T,0
Harry Potter and the Sorcerer's Stone,PS,Action,3.73,64.0,E,1
Mr. Driller 2,GBA,Puzzle,0.16,62.0,E,0
Monster Rancher 3,PS2,Simulation,0.36,77.0,E,0
Star Wars Starfighter: Special Edition,XB,Simulation,0.42,76.0,T,0
Jurassic Park III: Island Attack,GBA,Adventure,0.18,57.0,E,0
Kao the Kangaroo,GBA,Platform,0.01,52.0,E,0
Breath of Fire,GBA,Role-Playing,0.22,79.0,E,0
Super Smash Bros. Melee,GC,Fighting,7.07,92.0,T,1
Snood,GBA,Puzzle,0.13,68.0,E,0
SSX Tricky,GC,Sports,0.54,87.0,E,0
Dave Mirra Freestyle BMX 2,PS2,Sports,1.38,81.0,T,1
The Mummy Returns,PS2,Action,0.5,44.0,T,0
Mat Hoffman's Pro BMX,PS,Sports,0.54,80.0,E,0
ESPN NFL Primetime 2002,PS2,Sports,0.08,65.0,E,0
NFL GameDay 2002,PS,Sports,0.4,62.0,E,0
NHL 2002,PS2,Sports,1.2,92.0,E,1
Wave Race: Blue Storm,GC,Racing,0.6,80.0,E,0
NFL Quarterback Club 2002,PS2,Sports,0.22,67.0,E,0
ESPN National Hockey Night,PS2,Sports,0.07,44.0,E,0
Vampire Night,PS2,Shooter,0.14,65.0,T,0
NBA Live 2001,PS2,Sports,1.1,74.0,E,1
Madden NFL 2002,PS2,Sports,3.08,94.0,E,1
Tiny Toon Adventures: Wacky Stackers,GBA,Puzzle,0.02,58.0,E,0
Stronghold,PC,Strategy,0.11,81.0,T,0
Super Monkey Ball,GC,Puzzle,1.46,87.0,E,1
4x4 EVO 2,XB,Racing,0.24,59.0,E,0
Arctic Thunder,PS2,Racing,0.36,45.0,T,0
X-Men: Reign of Apocalypse,GBA,Action,0.28,61.0,E,0
Animal Crossing,GC,Simulation,3.15,87.0,E,1
Ace Combat 04: Shattered Skies,PS2,Simulation,3.17,89.0,E,1
Martian Gothic: Unification,PS,Adventure,0.11,64.0,M,0
Shadow Hearts,PS2,Role-Playing,0.28,73.0,M,0
Dave Mirra Freestyle BMX 2,XB,Sports,0.2,76.0,T,0
Midnight Club: Street Racing,GBA,Racing,0.48,50.0,E,0
Supercar Street Challenge,PS2,Racing,1.12,57.0,E,1
Lethal Skies Elite Pilot: Team SW,PS2,Simulation,0.22,59.0,E,0
Tony Hawk's Pro Skater 2x,XB,Sports,0.63,78.0,T,0
Earthworm Jim,GBA,Platform,0.29,72.0,E,0
Max Payne,PS2,Shooter,3.31,80.0,M,1
NASCAR Thunder 2002,PS,Racing,0.42,69.0,E,0
ICO,PS2,Action,0.47,90.0,T,0
Mega Man Battle Network,GBA,Role-Playing,0.42,79.0,E,0
Shrek,XB,Platform,0.36,49.0,T,0
Army Men: Sarge's Heroes 2,PS2,Shooter,0.17,54.0,T,0
Advance Wars,GBA,Strategy,0.7,92.0,E,0
Onimusha: Warlords,PS2,Action,2.7,86.0,M,1
MXRider,PS2,Racing,0.34,69.0,E,0
Mister Mosquito,PS2,Shooter,0.28,65.0,T,0
Kinetica,PS2,Racing,0.32,77.0,T,0
Car Battler Joe,GBA,Role-Playing,0.02,77.0,E,0
Spider-Man 2: Enter: Electro,PS,Action,1.55,74.0,E,1
The Simpsons: Road Rage,GC,Racing,0.24,67.0,T,0
NBA Street,PS2,Sports,2.79,89.0,E,1
Bass Strike,PS2,Sports,0.28,57.0,E,0
Silent Hill 2: Restless Dreams,XB,Action,0.28,84.0,M,0
FIFA Soccer 2002,PS2,Sports,0.63,82.0,E,0
Azurik: Rise of Perathia,XB,Action,0.24,52.0,T,0
FIFA Soccer 2002,PS,Sports,0.15,81.0,E,0
Warriors of Might and Magic,PS2,Adventure,0.17,49.0,T,0
Crazy Taxi 2,DC,Racing,0.07,82.0,T,0
Forever Kingdom,PS2,Role-Playing,0.09,64.0,T,0
Hot Shots Golf 3,PS2,Sports,2.89,85.0,E,1
Sports Illustrated for Kids: Baseball,GBA,Sports,0.17,39.0,E,0
Pac-Man Collection,GBA,Puzzle,2.94,79.0,E,1
Pitfall: The Mayan Adventure,GBA,Platform,0.28,58.0,E,0
World Tour Soccer 2002,PS2,Sports,0.14,77.0,E,0
Devil May Cry,PS2,Action,2.99,94.0,M,1
Darkstone,PS,Role-Playing,0.66,58.0,T,0
Guilty Gear X,PS2,Fighting,0.12,79.0,T,0
NBA Hoopz,PS2,Sports,0.18,63.0,E,0
Star Wars: Starfighter,PS2,Simulation,1.76,84.0,T,1
NASCAR Thunder 2002,PS2,Racing,1.16,85.0,E,1
Paris-Dakar Rally,PS2,Racing,0.15,36.0,E,0
James Bond 007: Agent Under Fire,PS2,Shooter,3.53,72.0,T,1
One Piece Mansion,PS,Action,0.02,62.0,E,0
Luigi's Mansion,GC,Action,3.6,78.0,E,1
Mobile Suit Gundam: Federation vs. Zeon,PS2,Simulation,1.14,73.0,T,1
All-Star Baseball 2002,GC,Sports,0.22,66.0,E,0
MTV Music Generator 2,PS2,Misc,0.15,77.0,T,0
Jak and Daxter: The Precursor Legacy,PS2,Platform,3.64,90.0,E,1
Fortress,GBA,Action,0.32,64.0,E,0
Digimon Rumble Arena,PS,Fighting,0.02,64.0,E,0
XGIII: Extreme G Racing,GC,Racing,0.15,83.0,E,0
Madden NFL 2002,GC,Sports,0.61,89.0,E,0
Spider-Man: Mysterio's Menace,GBA,Action,0.61,84.0,E,0
The Simpsons: Road Rage,PS2,Racing,3.61,64.0,T,1
Gauntlet: Dark Legacy,PS2,Action,1.15,73.0,T,1
Castlevania Chronicles,PS,Platform,0.13,69.0,T,0
Tiger Woods PGA Tour 2003,GC,Sports,0.23,90.0,E,0
Disney's The Jungle Book,GBA,Platform,0.1,60.0,E,0
Colin McRae Rally 3,XB,Racing,0.04,86.0,E,0
World Series Baseball,XB,Sports,0.23,85.0,E,0
Turbo Turtle Adventure,GBA,Puzzle,0.05,70.0,E,0
Dropship: United Peace Force,PS2,Simulation,0.1,78.0,T,0
Butt Ugly Martians: B.K.M. Battles,GBA,Action,0.25,63.0,E,0
Dark Summit,GC,Sports,0.05,68.0,T,0
Hunter: The Reckoning,GC,Action,0.1,70.0,M,0
.hack//Infection Part 1,PS2,Role-Playing,1.27,75.0,T,1
Star Wars: Bounty Hunter,PS2,Shooter,1.09,65.0,T,1
2002 FIFA World Cup,GC,Sports,0.05,78.0,E,0
Mike Tyson Boxing,GBA,Sports,0.04,44.0,E,0
Top Gun: Combat Zones,GC,Simulation,0.15,59.0,E,0
NBA Street,GC,Sports,0.42,88.0,E,0
NBA Courtside 2002,GC,Sports,0.25,71.0,E,0
Spider-Man: The Movie,GC,Action,1.19,76.0,E,1
Dark Cloud 2,PS2,Role-Playing,0.96,87.0,T,0
Mat Hoffman's Pro BMX 2,GBA,Sports,0.16,82.0,E,0
The Invincible Iron Man,GBA,Action,0.04,68.0,E,0
Mortal Kombat: Deadly Alliance,XB,Fighting,0.96,81.0,M,0
Test Drive,XB,Racing,0.42,71.0,T,0
NHL 2003,PS2,Sports,0.93,79.0,E,0
Chessmaster,GBA,Misc,0.04,76.0,E,0
Mike Tyson Heavyweight Boxing,XB,Sports,0.05,37.0,T,0
Phantom Crash,XB,Simulation,0.05,74.0,T,0
NHL FaceOff 2003,PS2,Sports,0.23,55.0,E,0
E·O·E: Eve of Extinction,PS2,Fighting,0.1,57.0,T,0
NBA ShootOut 2003,PS2,Sports,0.23,62.0,E,0
The Sum of All Fears,GBA,Shooter,0.04,69.0,T,0
Driver 2 Advance,GBA,Action,0.34,73.0,T,0
BMX XXX,PS2,Sports,0.15,54.0,M,0
Shinobi,PS2,Platform,0.96,71.0,M,0
Evolution Skateboarding,GC,Sports,0.04,44.0,T,0
NFL 2K3,PS2,Sports,1.32,93.0,E,1
The Ripping Friends,GBA,Action,0.04,38.0,E,0
Madden NFL 2003,GC,Sports,0.43,92.0,E,0
Beach Spikers: Virtua Beach Volleyball,GC,Sports,0.1,76.0,E,0
Rave Master,GC,Fighting,0.05,60.0,T,0
Freekstyle,PS2,Racing,1.06,81.0,E,1
ESPN International Winter Sports 2002,GC,Sports,0.05,62.0,E,0
Turok: Evolution,PS2,Shooter,1.31,61.0,M,1
All-Star Baseball 2003,GBA,Sports,0.15,77.0,E,0
NCAA College Basketball 2K3,PS2,Sports,0.24,83.0,E,0
Ty the Tasmanian Tiger,PS2,Platform,1.17,70.0,E,1
Buffy the Vampire Slayer,XB,Action,0.23,79.0,T,0
Tony Hawk's Pro Skater 4,XB,Sports,0.93,90.0,T,0
NightCaster II: Equinox,XB,Action,0.05,46.0,T,0
Seek and Destroy,PS2,Racing,1.06,63.0,T,1
Britney's Dance Beat,PS2,Misc,0.24,63.0,E,0
Star Wars Jedi Knight II: Jedi Outcast,GC,Shooter,0.23,75.0,T,0
V-Rally 3,GBA,Racing,0.05,82.0,E,0
The Sims Deluxe,PC,Simulation,0.04,92.0,T,0
Mafia,PC,Action,0.04,88.0,M,0
RLH: Run Like Hell,PS2,Shooter,0.1,58.0,M,0
Kelly Slater's Pro Surfer,XB,Sports,0.1,80.0,E,0
Sly Cooper and the Thievius Raccoonus,PS2,Platform,1.21,86.0,E,1
BloodRayne,PS2,Shooter,0.42,75.0,M,0
Disney's Donald Duck: Goin' Quackers,GC,Platform,0.04,61.0,E,0
Reign of Fire,GBA,Shooter,0.05,61.0,T,0
Star Wars: Jedi Starfighter,XB,Simulation,0.44,78.0,T,0
Dynasty Warriors 3: Xtreme Legends,PS2,Action,1.0,72.0,T,0
Minority Report: Everybody Runs,GC,Action,0.1,53.0,T,0
NCAA GameBreaker 2003,PS2,Sports,0.23,53.0,E,0
Crash Bandicoot: The Wrath of Cortex,XB,Platform,1.23,70.0,E,1
Dark Arena,GBA,Shooter,0.04,65.0,T,0
NBA 2K2,PS2,Sports,1.22,89.0,E,1
Kakuto Chojin,XB,Fighting,0.05,46.0,T,0
Golden Sun: The Lost Age,GBA,Role-Playing,1.22,86.0,E,1
Sega Soccer Slam,PS2,Sports,0.12,66.0,E,0
The Terminator: Dawn of Fate,XB,Action,0.15,53.0,T,0
Rocket Power: Beach Bandits,GC,Platform,0.23,53.0,E,0
NBA 2K3,GC,Sports,0.16,84.0,E,0
MechAssault,XB,Simulation,1.13,87.0,T,1
The Lord of the Rings: The Fellowship of the Ring,PS2,Action,1.2,59.0,T,1
ZooCube,GBA,Puzzle,0.05,71.0,E,0
Superman: Shadow of Apokolips,PS2,Action,0.42,64.0,E,0
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Platform,1.19,71.0,E,1
Antz Extreme Racing,PS2,Racing,0.04,31.0,E,0
Jeremy McGrath Supercross World,GC,Racing,0.12,36.0,E,0
Star X,GBA,Shooter,0.04,60.0,E,0
He-Man: Power of Grayskull,GBA,Action,0.16,50.0,E,0
TimeSplitters 2,GC,Shooter,0.44,88.0,T,0
Genma Onimusha,XB,Action,0.24,83.0,M,0
Spy Hunter,XB,Racing,0.34,71.0,T,0
Legends of Wrestling II,GC,Fighting,0.12,59.0,T,0
Eternal Darkness: Sanity's Requiem,GC,Adventure,0.44,92.0,M,0
Knockout Kings 2003,GC,Sports,0.15,78.0,T,0
Street Fighter Alpha 3,GBA,Fighting,0.15,83.0,T,0
Mat Hoffman's Pro BMX 2,GC,Sports,0.04,70.0,T,0
G1 Jockey 3,PS2,Sports,0.1,71.0,E,0
All-Star Baseball 2003,GC,Sports,0.15,83.0,E,0
Punch King,GBA,Fighting,0.05,58.0,E,0
NBA 2K2,GC,Sports,0.12,90.0,E,0
Rocky,XB,Fighting,0.15,74.0,T,0
NFL Blitz 20-03,PS2,Sports,0.44,73.0,E,0
RollerCoaster Tycoon 2,PC,Strategy,1.25,74.0,E,1
Whirl Tour,GC,Sports,0.05,61.0,E,0
NBA 2K3,PS2,Sports,1.05,89.0,E,1
NFL Blitz 20-02,GC,Sports,0.09,77.0,E,0
The Scorpion King: Rise of the Akkadian,PS2,Action,0.23,47.0,T,0
Monster Jam: Maximum Destruction,GBA,Racing,0.1,58.0,E,0
Tennis Masters Series 2003,XB,Sports,0.04,67.0,E,0
Serious Sam,XB,Shooter,0.15,75.0,M,0
Baldur's Gate: Dark Alliance,GC,Role-Playing,0.14,79.0,T,0
Downforce,PS2,Racing,0.05,69.0,E,0
Medal of Honor: Underground,GBA,Shooter,0.08,46.0,T,0
Dynasty Tactics,PS2,Strategy,0.29,79.0,T,0
Robotech: Battlecry,PS2,Shooter,0.61,72.0,T,0
P.T.O. IV: Pacific Theater of Operations,PS2,Strategy,0.08,71.0,E,0
Quantum Redshift,XB,Racing,0.13,70.0,T,0
Shrek Super Party,PS2,Misc,0.29,30.0,E,0
GT Advance 3: Pro Concept Racing,GBA,Racing,0.08,74.0,E,0
Madden NFL 2003,GBA,Sports,0.61,76.0,E,0
Blade II,XB,Action,0.13,53.0,M,0
The Revenge of Shinobi,GBA,Platform,0.09,51.0,E,0
Baseball Advance,GBA,Sports,0.13,80.0,E,0
Pac-Man World 2,XB,Action,0.49,66.0,E,0
NHL Hitz 20-03,GC,Sports,0.08,82.0,E,0
Endgame,PS2,Shooter,0.08,57.0,T,0
Driven,GC,Racing,0.08,55.0,T,0
Bomberman Max 2: Blue Advance,GBA,Puzzle,0.09,75.0,E,0
Ultimate Fighting Championship: Throwdown,PS2,Fighting,0.32,68.0,T,0
Medal of Honor: Frontline,GC,Shooter,0.59,80.0,T,0
New Legends,XB,Action,0.09,56.0,T,0
2002 FIFA World Cup,PS2,Sports,0.59,73.0,E,0
Crash Bandicoot: The Wrath of Cortex,GC,Platform,0.59,62.0,E,0
Island Xtreme Stunts,PS2,Action,0.09,63.0,E,0
Sub Rebellion,PS2,Simulation,0.08,71.0,T,0
Superman: The Man of Steel,XB,Action,0.13,44.0,T,0
Evolution Worlds,GC,Role-Playing,0.08,63.0,E,0
Taz Wanted,GC,Platform,0.08,61.0,E,0
NHL 2003,GC,Sports,0.13,79.0,E,0
Fireblade,XB,Action,0.08,71.0,T,0
WWE Wrestlemania X8,GC,Fighting,0.49,64.0,T,0
Contra: Shattered Soldier,PS2,Shooter,0.58,78.0,T,0
Ultimate Fighting Championship: Throwdown,GC,Fighting,0.08,67.0,T,0
Lupin the 3rd: Treasure of the Sorcerer King,PS2,Adventure,0.29,67.0,T,0
Dynasty Warriors 3,XB,Action,0.08,70.0,T,0
Magic Pengel: The Quest for Color,PS2,Role-Playing,0.07,74.0,E,0
NCAA March Madness 2003,PS2,Sports,0.66,74.0,E,0
MotoGP,XB,Racing,0.09,84.0,E,0
Shrek: Hassle at the Castle,GBA,Action,0.66,71.0,E,0
Tomb Raider: The Prophecy,GBA,Action,0.14,66.0,T,0
Taz Wanted,XB,Platform,0.07,62.0,E,0
Monster Jam: Maximum Destruction,PS2,Racing,0.65,47.0,T,0
Disney Sports Skateboarding,GBA,Sports,0.07,42.0,E,0
X-Men: Next Dimension,PS2,Fighting,0.47,61.0,T,0
Galerians: Ash,PS2,Adventure,0.07,50.0,T,0
NCAA College Football 2K3,GC,Sports,0.07,70.0,E,0
James Cameron's Dark Angel,XB,Action,0.07,47.0,T,0
Street Hoops,XB,Sports,0.28,58.0,T,0
World of Outlaws: Sprint Cars 2002,PS2,Racing,0.48,80.0,E,0
TimeSplitters 2,XB,Shooter,0.64,88.0,T,0
NFL Fever 2003,XB,Sports,0.61,72.0,E,0
Circus Maximus: Chariot Wars,XB,Racing,0.07,67.0,T,0
Freekstyle,GC,Racing,0.09,78.0,E,0
Salt Lake 2002,PS2,Sports,0.14,49.0,E,0
Maximum Chase,XB,Racing,0.07,56.0,T,0
FIFA Soccer 2003,XB,Sports,0.63,88.0,E,0
Commandos 2: Men of Courage,XB,Strategy,0.07,67.0,T,0
Aero Elite: Combat Academy,PS2,Simulation,0.07,64.0,E,0
Legends of Wrestling,XB,Fighting,0.14,65.0,T,0
Ape Escape 2,PS2,Platform,0.63,82.0,E,0
Godai: Elemental Force,PS2,Action,0.07,27.0,T,0
Bomberman Max 2: Red Advance,GBA,Puzzle,0.07,75.0,E,0
Namco Museum,GC,Misc,0.63,62.0,E,0
Wild ARMs 3,PS2,Role-Playing,0.62,78.0,T,0
Legends of Wrestling II,XB,Fighting,0.13,62.0,T,0
Super Ghouls 'n Ghosts,GBA,Platform,0.07,78.0,E,0
Konami Collector's Series: Arcade Advanced,GBA,Misc,0.64,78.0,E,0
The King of Fighters EX2: Howling Blood,GBA,Fighting,0.08,80.0,T,0
Tony Hawk's Pro Skater 4,GC,Sports,0.58,91.0,T,0
NBA 2K3,XB,Sports,0.32,87.0,E,0
Shenmue II,XB,Adventure,0.32,80.0,T,0
Rally Fusion: Race of Champions,PS2,Racing,0.13,73.0,E,0
Activision Anthology,PS2,Misc,0.5,75.0,E,0
Burnout,GC,Racing,0.3,78.0,E,0
NightCaster,XB,Action,0.13,61.0,T,0
Age of Mythology,PC,Strategy,0.09,89.0,T,0
Shrek Swamp Kart Speedway,GBA,Racing,0.3,27.0,E,0
Savage Skies,PS2,Shooter,0.09,56.0,M,0
NBA Inside Drive 2003,XB,Sports,0.31,72.0,E,0
The Lord of the Rings: The Fellowship of the Ring,XB,Action,0.53,59.0,T,0
Mystic Heroes,GC,Action,0.09,67.0,T,0
Disney's Stitch: Experiment 626,PS2,Action,0.31,59.0,E,0
The Lord of the Rings: The Two Towers,GC,Action,0.53,82.0,T,0
Bruce Lee: Quest of the Dragon,XB,Fighting,0.31,32.0,T,0
Prisoner of War,XB,Adventure,0.08,64.0,T,0
Blade II,PS2,Action,0.31,49.0,M,0
Star Wars Racer Revenge,PS2,Racing,0.31,73.0,E,0
Metal Gear Solid 2: Substance,PS2,Action,0.52,87.0,M,0
NASCAR Thunder 2003,GC,Racing,0.31,85.0,E,0
NCAA Football 2003,XB,Sports,0.52,90.0,E,0
Defender,XB,Misc,0.09,69.0,T,0
Legends of Wrestling,GC,Fighting,0.13,50.0,T,0
Mega Man Battle Network 2,GBA,Action,0.31,81.0,E,0
Otogi: Myth of Demons,XB,Action,0.13,80.0,T,0
Disney's Kim Possible: Revenge of Monkey Fist,GBA,Platform,0.51,62.0,E,0
Tony Hawk's Pro Skater 3,GBA,Sports,0.52,90.0,E,0
Transworld Snowboarding,XB,Sports,0.09,74.0,T,0
Way of the Samurai,PS2,Action,0.51,74.0,M,0
HSX HyperSonic.Xtreme,PS2,Racing,0.51,53.0,E,0
Crimson Sea,XB,Action,0.09,78.0,T,0
Jimmy Neutron: Boy Genius,GC,Platform,0.09,42.0,E,0
Shrek Super Party,XB,Misc,0.13,33.0,E,0
Bomberman Jetters,GC,Puzzle,0.08,70.0,E,0
Kelly Slater's Pro Surfer,GBA,Sports,0.13,72.0,E,0
Tony Hawk's Pro Skater 4,GBA,Sports,0.57,85.0,E,0
Sega Smash Pack,GBA,Misc,0.32,60.0,E,0
Outlaw Golf,XB,Sports,0.29,72.0,T,0
Warcraft III: Reign of Chaos,PC,Strategy,0.13,92.0,T,0
Wreckless: ThE YaKuza MisSiOns,XB,Racing,0.57,74.0,T,0
Frogger Beyond,GC,Platform,0.13,60.0,E,0
Smuggler's Run: Warzones,GC,Misc,0.08,79.0,T,0
RPG Maker II,PS2,Role-Playing,0.13,65.0,E,0
Outlaw Golf,GC,Sports,0.08,69.0,T,0
FIFA Soccer 2003,GC,Sports,0.08,86.0,E,0
Grandia II,PS2,Role-Playing,0.29,71.0,T,0
RalliSport Challenge,XB,Racing,0.57,87.0,E,0
Swingerz Golf,GC,Sports,0.08,72.0,E,0
NASCAR: Dirt to Daytona,GC,Racing,0.09,85.0,E,0
Men in Black II: Alien Escape,PS2,Shooter,0.5,50.0,T,0
Spirit: Stallion of the Cimarron,GBA,Platform,0.3,46.0,E,0
Barbie Groovy Games,GBA,Misc,0.56,47.0,E,0
Drome Racers,PS2,Racing,0.13,57.0,E,0
X-Men: Next Dimension,GC,Fighting,0.13,63.0,T,0
Romance of the Three Kingdoms VIII,PS2,Strategy,0.3,77.0,E,0
Turok: Evolution,XB,Shooter,0.55,68.0,M,0
Star Wars: Jedi Starfighter,PS2,Simulation,0.5,81.0,T,0
Mega Man Zero,GBA,Platform,0.55,82.0,E,0
Hot Wheels Velocity X,PS2,Racing,0.47,54.0,E,0
Tony Hawk's Pro Skater 3,XB,Sports,0.55,93.0,T,0
LEGO Soccer Mania,PS2,Sports,0.08,61.0,E,0
"Monsters, Inc.",PS2,Adventure,0.32,52.0,E,0
Road Trip,PS2,Racing,0.09,80.0,E,0
Burnout,XB,Racing,0.13,75.0,E,0
Grand Prix Challenge,PS2,Racing,0.08,76.0,E,0
Blinx: The Time Sweeper,XB,Platform,0.56,71.0,E,0
WWF Raw,XB,Fighting,0.55,68.0,T,0
Disney's Treasure Planet,GBA,Action,0.28,68.0,E,0
Armored Core 3,PS2,Simulation,0.67,74.0,T,0
Galidor: Defenders of the Outer Dimension,GBA,Action,0.12,53.0,E,0
Dr. Muto,XB,Platform,0.06,70.0,T,0
Wreckless: ThE YaKuza MisSiOns,GC,Racing,0.06,58.0,T,0
Drakan: The Ancients' Gates,PS2,Adventure,0.26,78.0,M,0
Sled Storm,PS2,Racing,0.45,73.0,T,0
Rocky,PS2,Fighting,0.86,74.0,T,0
Aggressive Inline,GC,Sports,0.06,88.0,T,0
Burnout 2: Point of Impact,PS2,Racing,0.85,86.0,E,0
Reign of Fire,XB,Shooter,0.1,54.0,M,0
Evolution Skateboarding,PS2,Sports,0.26,44.0,T,0
Big Mutha Truckers,PS2,Racing,0.84,62.0,T,0
Riding Spirits,PS2,Racing,0.26,59.0,E,0
Fatal Frame,XB,Action,0.06,77.0,T,0
Myst III: Exile,XB,Adventure,0.06,55.0,E,0
Star Wars: Bounty Hunter,GC,Shooter,0.26,67.0,T,0
Triple Play 2002,PS2,Sports,0.87,65.0,E,0
James Bond 007: Nightfire,XB,Shooter,0.82,78.0,T,0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,0.26,55.0,E,0
Clock Tower 3,PS2,Adventure,0.33,69.0,M,0
Need for Speed: Hot Pursuit 2,XB,Racing,0.82,75.0,E,0
Kelly Slater's Pro Surfer,GC,Sports,0.06,80.0,E,0
Broken Sword: The Shadow of the Templars,GBA,Adventure,0.06,80.0,T,0
NFL Blitz 20-03,XB,Sports,0.14,72.0,E,0
Need for Speed: Hot Pursuit 2,GC,Racing,0.8,68.0,E,0
Panzer Dragoon Orta,XB,Shooter,0.26,90.0,T,0
Pirates: The Legend of Black Kat,PS2,Adventure,0.14,72.0,T,0
Guilty Gear X: Advance Edition,GBA,Fighting,0.06,67.0,T,0
Lowrider,PS2,Misc,0.26,46.0,T,0
The Powerpuff Girls: Relish Rampage,PS2,Action,0.45,46.0,E,0
Dead to Rights,GC,Shooter,0.14,77.0,M,0
Worms Blast,GC,Puzzle,0.06,65.0,E,0
NCAA College Basketball 2K3,XB,Sports,0.14,84.0,E,0
Conflict: Desert Storm,XB,Shooter,0.87,65.0,T,0
MotoGP,GBA,Racing,0.06,67.0,E,0
ESPN International Winter Sports 2002,PS2,Sports,0.06,62.0,E,0
WipEout Fusion,PS2,Racing,0.25,83.0,E,0
Shifters,PS2,Adventure,0.05,37.0,T,0
Ferrari F355 Challenge,PS2,Racing,0.05,70.0,E,0
Rally Fusion: Race of Champions,XB,Racing,0.05,69.0,E,0
Disney's PK: Out of the Shadows,GC,Platform,0.05,46.0,E,0
Virtua Striker 2002,GC,Sports,0.05,58.0,E,0
MLB SlugFest 20-03,GC,Sports,0.15,80.0,E,0
Tiger Woods PGA Tour 2003,XB,Sports,0.44,88.0,E,0
Triple Play 2002,XB,Sports,0.25,64.0,E,0
Knockout Kings 2002,PS2,Sports,0.91,76.0,T,0
Barbarian,PS2,Fighting,0.14,63.0,T,0
Lufia: The Ruins of Lore,GBA,Role-Playing,0.05,76.0,E,0
Tiger Woods PGA Tour 2002,PS2,Sports,0.9,80.0,E,0
Bomberman Generation,GC,Adventure,0.25,81.0,E,0
FIFA Soccer 2003,GBA,Sports,0.05,76.0,E,0
Kelly Slater's Pro Surfer,PS2,Sports,0.33,77.0,E,0
Sneakers,XB,Puzzle,0.1,28.0,E,0
BattleBots: Beyond the BattleBox,GBA,Action,0.06,53.0,E,0
ATV: Quad Power Racing,GBA,Racing,0.26,49.0,E,0
All-Star Baseball 2003,XB,Sports,0.26,79.0,E,0
V-Rally 3,PS2,Racing,0.06,82.0,E,0
Legends of Wrestling II,PS2,Fighting,0.33,59.0,T,0
SeaBlade,XB,Shooter,0.06,48.0,T,0
Knockout Kings 2002,XB,Sports,0.27,78.0,T,0
Castlevania: Harmony of Dissonance,GBA,Platform,0.26,87.0,T,0
Bombastic,PS2,Puzzle,0.05,72.0,E,0
Dual Hearts,PS2,Role-Playing,0.05,70.0,E,0
The Thing,PS2,Adventure,0.44,78.0,M,0
Sega Soccer Slam,XB,Sports,0.05,80.0,E,0
Blood Omen 2,GC,Action,0.05,71.0,M,0
James Bond 007: Agent Under Fire,XB,Shooter,0.9,71.0,T,0
Worms World Party,GBA,Strategy,0.05,75.0,E,0
Disney's Party,GC,Misc,0.05,39.0,E,0
Disney Sports Skateboarding,GC,Sports,0.06,36.0,E,0
World Tour Soccer 2003,PS2,Sports,0.14,78.0,E,0
Enclave,XB,Adventure,0.14,66.0,M,0
Mat Hoffman's Pro BMX 2,PS2,Sports,0.46,76.0,T,0
Motocross Maniacs Advance,GBA,Racing,0.27,69.0,E,0
Super Monkey Ball Jr.,GBA,Puzzle,0.72,82.0,E,0
The Lord of the Rings: The Two Towers,XB,Action,0.71,79.0,T,0
Madden NFL 2003,XB,Sports,0.71,92.0,E,0
NFL Blitz 20-03,GC,Sports,0.14,72.0,E,0
Myst III: Exile,PS2,Adventure,0.28,57.0,E,0
